flat_id,timestamp,units_kWh,is_anomaly
A101,2024-06-05 09:00:00,2.27,FALSE
A101,2024-06-05 10:00:00,2.371,FALSE
A101,2024-06-05 11:00:00,2.004,FALSE
A101,2024-06-05 12:00:00,1.433,FALSE
A101,2024-06-05 13:00:00,0.969,FALSE
A101,2024-06-05 14:00:00,1.163,FALSE
A101,2024-06-05 15:00:00,1.32,FALSE
A101,2024-06-05 16:00:00,2.005,FALSE
A101,2024-06-05 17:00:00,4.127,FALSE
A101,2024-06-05 18:00:00,4.359,FALSE
A101,2024-06-05 19:00:00,4.516,FALSE
A101,2024-06-05 20:00:00,2.9,FALSE
A101,2024-06-05 21:00:00,3.962,FALSE
A101,2024-06-05 22:00:00,2.816,FALSE
A101,2024-06-05 23:00:00,1.363,FALSE
A101,2024-06-06 00:00:00,0.697,FALSE
A101,2024-06-06 01:00:00,0.777,FALSE
A101,2024-06-06 02:00:00,0.972,FALSE
A101,2024-06-06 03:00:00,0.22,FALSE
A101,2024-06-06 04:00:00,0.877,FALSE
A101,2024-06-06 05:00:00,0.504,FALSE
A101,2024-06-06 06:00:00,1.502,FALSE
A101,2024-06-06 07:00:00,2.028,FALSE
A101,2024-06-06 08:00:00,2.673,FALSE
A101,2024-06-06 09:00:00,2.637,FALSE
A101,2024-06-06 10:00:00,1.562,FALSE
A101,2024-06-06 11:00:00,1.167,FALSE
A101,2024-06-06 12:00:00,1.611,FALSE
A101,2024-06-06 13:00:00,2.262,FALSE
A101,2024-06-06 14:00:00,2.222,FALSE
A101,2024-06-06 15:00:00,2.166,FALSE
A101,2024-06-06 16:00:00,2.119,FALSE
A101,2024-06-06 17:00:00,3.328,FALSE
A101,2024-06-06 18:00:00,3.041,FALSE
A101,2024-06-06 19:00:00,3.76,FALSE
A101,2024-06-06 20:00:00,3.062,FALSE
A101,2024-06-06 21:00:00,4.289,FALSE
A101,2024-06-06 22:00:00,3.578,FALSE
A101,2024-06-06 23:00:00,1.512,FALSE
A101,2024-06-07 00:00:00,11.375,TRUE
A101,2024-06-07 01:00:00,0.556,FALSE
A101,2024-06-07 02:00:00,0.563,FALSE
A101,2024-06-07 03:00:00,0.363,FALSE
A101,2024-06-07 04:00:00,0.878,FALSE
A101,2024-06-07 05:00:00,0.94,FALSE
A101,2024-06-07 06:00:00,1.925,FALSE
A101,2024-06-07 07:00:00,2.477,FALSE
A101,2024-06-07 08:00:00,1.406,FALSE
A101,2024-06-07 09:00:00,2.075,FALSE
A101,2024-06-07 10:00:00,2.259,FALSE
A101,2024-06-07 11:00:00,1.152,FALSE
A101,2024-06-07 12:00:00,2.123,FALSE
A101,2024-06-07 13:00:00,1.872,FALSE
A101,2024-06-07 14:00:00,1.787,FALSE
A101,2024-06-07 15:00:00,2.174,FALSE
A101,2024-06-07 16:00:00,1.255,FALSE
A101,2024-06-07 17:00:00,4.613,FALSE
A101,2024-06-07 18:00:00,3.441,FALSE
A101,2024-06-07 19:00:00,2.732,FALSE
A101,2024-06-07 20:00:00,3.323,FALSE
A101,2024-06-07 21:00:00,4.156,FALSE
A101,2024-06-07 22:00:00,3.944,FALSE
A101,2024-06-07 23:00:00,1.401,FALSE
A101,2024-06-08 00:00:00,0.606,FALSE
A101,2024-06-08 01:00:00,1.01,FALSE
A101,2024-06-08 02:00:00,0.771,FALSE
A101,2024-06-08 03:00:00,0.829,FALSE
A101,2024-06-08 04:00:00,0.686,FALSE
A101,2024-06-08 05:00:00,0.639,FALSE
A101,2024-06-08 06:00:00,2.774,FALSE
A101,2024-06-08 07:00:00,1.819,FALSE
A101,2024-06-08 08:00:00,2.32,FALSE
A101,2024-06-08 09:00:00,2.196,FALSE
A101,2024-06-08 10:00:00,2.115,FALSE
A101,2024-06-08 11:00:00,1.653,FALSE
A101,2024-06-08 12:00:00,1.127,FALSE
A101,2024-06-08 13:00:00,1.106,FALSE
A101,2024-06-08 14:00:00,1.166,FALSE
A101,2024-06-08 15:00:00,1.854,FALSE
A101,2024-06-08 16:00:00,1.505,FALSE
A101,2024-06-08 17:00:00,4.75,FALSE
A101,2024-06-08 18:00:00,4.224,FALSE
A101,2024-06-08 19:00:00,3.853,FALSE
A101,2024-06-08 20:00:00,3.223,FALSE
A101,2024-06-08 21:00:00,4.372,FALSE
A101,2024-06-08 22:00:00,3.324,FALSE
A101,2024-06-08 23:00:00,1.457,FALSE
A101,2024-06-09 00:00:00,1.003,FALSE
A101,2024-06-09 01:00:00,0.433,FALSE
A101,2024-06-09 02:00:00,0.873,FALSE
A101,2024-06-09 03:00:00,0.735,FALSE
A101,2024-06-09 04:00:00,13.989,TRUE
A101,2024-06-09 05:00:00,0.482,FALSE
A101,2024-06-09 06:00:00,3.099,FALSE
A101,2024-06-09 07:00:00,1.852,FALSE
A101,2024-06-09 08:00:00,11.984,TRUE
A101,2024-06-09 09:00:00,1.766,FALSE
A101,2024-06-09 10:00:00,1.248,FALSE
A101,2024-06-09 11:00:00,0.92,FALSE
A101,2024-06-09 12:00:00,2.279,FALSE
A101,2024-06-09 13:00:00,1.802,FALSE
A101,2024-06-09 14:00:00,2.004,FALSE
A101,2024-06-09 15:00:00,1.83,FALSE
A101,2024-06-09 16:00:00,2.087,FALSE
A101,2024-06-09 17:00:00,4.311,FALSE
A101,2024-06-09 18:00:00,3.751,FALSE
A101,2024-06-09 19:00:00,3.211,FALSE
A101,2024-06-09 20:00:00,3.931,FALSE
A101,2024-06-09 21:00:00,4.894,FALSE
A101,2024-06-09 22:00:00,3.157,FALSE
A101,2024-06-09 23:00:00,1.696,FALSE
A101,2024-06-10 00:00:00,0.733,FALSE
A101,2024-06-10 01:00:00,11.985,TRUE
A101,2024-06-10 02:00:00,0.618,FALSE
A101,2024-06-10 03:00:00,0.226,FALSE
A101,2024-06-10 04:00:00,0.694,FALSE
A101,2024-06-10 05:00:00,0.834,FALSE
A101,2024-06-10 06:00:00,1.504,FALSE
A101,2024-06-10 07:00:00,2.038,FALSE
A101,2024-06-10 08:00:00,1.591,FALSE
A101,2024-06-10 09:00:00,2.367,FALSE
A101,2024-06-10 10:00:00,2.02,FALSE
A101,2024-06-10 11:00:00,1.345,FALSE
A101,2024-06-10 12:00:00,1.459,FALSE
A101,2024-06-10 13:00:00,1.008,FALSE
A101,2024-06-10 14:00:00,1.053,FALSE
A101,2024-06-10 15:00:00,1.668,FALSE
A101,2024-06-10 16:00:00,1.781,FALSE
A101,2024-06-10 17:00:00,4.252,FALSE
A101,2024-06-10 18:00:00,4.763,FALSE
A101,2024-06-10 19:00:00,3.74,FALSE
A101,2024-06-10 20:00:00,2.709,FALSE
A101,2024-06-10 21:00:00,4.295,FALSE
A101,2024-06-10 22:00:00,3.915,FALSE
A101,2024-06-10 23:00:00,1.332,FALSE
A101,2024-06-11 00:00:00,0.72,FALSE
A101,2024-06-11 01:00:00,0.443,FALSE
A101,2024-06-11 02:00:00,0.279,FALSE
A101,2024-06-11 03:00:00,0.442,FALSE
A101,2024-06-11 04:00:00,0.319,FALSE
A101,2024-06-11 05:00:00,0.547,FALSE
A101,2024-06-11 06:00:00,2.987,FALSE
A101,2024-06-11 07:00:00,1.571,FALSE
A101,2024-06-11 08:00:00,2.844,FALSE
A101,2024-06-11 09:00:00,1.569,FALSE
A101,2024-06-11 10:00:00,1.987,FALSE
A101,2024-06-11 11:00:00,13.179,TRUE
A101,2024-06-11 12:00:00,2.086,FALSE
A101,2024-06-11 13:00:00,1.474,FALSE
A101,2024-06-11 14:00:00,1.909,FALSE
A101,2024-06-11 15:00:00,1.565,FALSE
A101,2024-06-11 16:00:00,1.295,FALSE
A101,2024-06-11 17:00:00,3.027,FALSE
A101,2024-06-11 18:00:00,4.838,FALSE
A101,2024-06-11 19:00:00,3.673,FALSE
A101,2024-06-11 20:00:00,4.127,FALSE
A101,2024-06-11 21:00:00,3.452,FALSE
A101,2024-06-11 22:00:00,3.597,FALSE
A101,2024-06-11 23:00:00,11.452,TRUE
A101,2024-06-12 00:00:00,0.631,FALSE
A101,2024-06-12 01:00:00,0.327,FALSE
A101,2024-06-12 02:00:00,0.61,FALSE
A101,2024-06-12 03:00:00,0.142,FALSE
A101,2024-06-12 04:00:00,13.757,TRUE
A101,2024-06-12 05:00:00,0.249,FALSE
A101,2024-06-12 06:00:00,2.704,FALSE
A101,2024-06-12 07:00:00,1.554,FALSE
A101,2024-06-12 08:00:00,1.813,FALSE
A101,2024-06-12 09:00:00,10.813,TRUE
A101,2024-06-12 10:00:00,1.244,FALSE
A101,2024-06-12 11:00:00,1.159,FALSE
A101,2024-06-12 12:00:00,1.838,FALSE
A101,2024-06-12 13:00:00,1.789,FALSE
A101,2024-06-12 14:00:00,1.384,FALSE
A101,2024-06-12 15:00:00,13.63,TRUE
A101,2024-06-12 16:00:00,1.567,FALSE
A101,2024-06-12 17:00:00,4.145,FALSE
A101,2024-06-12 18:00:00,3.75,FALSE
A101,2024-06-12 19:00:00,3.804,FALSE
A101,2024-06-12 20:00:00,4.263,FALSE
A101,2024-06-12 21:00:00,3.831,FALSE
A101,2024-06-12 22:00:00,4.658,FALSE
A101,2024-06-12 23:00:00,1.101,FALSE
A101,2024-06-13 00:00:00,0.431,FALSE
A101,2024-06-13 01:00:00,0.372,FALSE
A101,2024-06-13 02:00:00,0.416,FALSE
A101,2024-06-13 03:00:00,0.459,FALSE
A101,2024-06-13 04:00:00,0.567,FALSE
A101,2024-06-13 05:00:00,1.111,FALSE
A101,2024-06-13 06:00:00,1.902,FALSE
A101,2024-06-13 07:00:00,2.231,FALSE
A101,2024-06-13 08:00:00,2.6,FALSE
A101,2024-06-13 09:00:00,2.185,FALSE
A101,2024-06-13 10:00:00,2.208,FALSE
A101,2024-06-13 11:00:00,1.866,FALSE
A101,2024-06-13 12:00:00,1.963,FALSE
A101,2024-06-13 13:00:00,1.762,FALSE
A101,2024-06-13 14:00:00,1.79,FALSE
A101,2024-06-13 15:00:00,1.113,FALSE
A101,2024-06-13 16:00:00,1.618,FALSE
A101,2024-06-13 17:00:00,4.441,FALSE
A101,2024-06-13 18:00:00,4.323,FALSE
A101,2024-06-13 19:00:00,4.607,FALSE
A101,2024-06-13 20:00:00,3.517,FALSE
A101,2024-06-13 21:00:00,3.434,FALSE
A101,2024-06-13 22:00:00,4.308,FALSE
A101,2024-06-13 23:00:00,11.545,TRUE
A101,2024-06-14 00:00:00,12.735,TRUE
A101,2024-06-14 01:00:00,0.174,FALSE
A101,2024-06-14 02:00:00,0.322,FALSE
A101,2024-06-14 03:00:00,0.531,FALSE
A101,2024-06-14 04:00:00,0.333,FALSE
A101,2024-06-14 05:00:00,0.939,FALSE
A101,2024-06-14 06:00:00,2.215,FALSE
A101,2024-06-14 07:00:00,2.295,FALSE
A101,2024-06-14 08:00:00,2.498,FALSE
A101,2024-06-14 09:00:00,2.592,FALSE
A101,2024-06-14 10:00:00,1.668,FALSE
A101,2024-06-14 11:00:00,1.936,FALSE
A101,2024-06-14 12:00:00,1.767,FALSE
A101,2024-06-14 13:00:00,1.142,FALSE
A101,2024-06-14 14:00:00,0.779,FALSE
A101,2024-06-14 15:00:00,1.472,FALSE
A101,2024-06-14 16:00:00,1.267,FALSE
A101,2024-06-14 17:00:00,4.227,FALSE
A101,2024-06-14 18:00:00,4.012,FALSE
A101,2024-06-14 19:00:00,4.168,FALSE
A101,2024-06-14 20:00:00,3.099,FALSE
A101,2024-06-14 21:00:00,4.064,FALSE
A101,2024-06-14 22:00:00,3.738,FALSE
A101,2024-06-14 23:00:00,1.76,FALSE
A101,2024-06-15 00:00:00,0.193,FALSE
A101,2024-06-15 01:00:00,0.645,FALSE
A101,2024-06-15 02:00:00,0.535,FALSE
A101,2024-06-15 03:00:00,0.422,FALSE
A101,2024-06-15 04:00:00,0.356,FALSE
A101,2024-06-15 05:00:00,0.475,FALSE
A101,2024-06-15 06:00:00,2.431,FALSE
A101,2024-06-15 07:00:00,2.559,FALSE
A101,2024-06-15 08:00:00,1.498,FALSE
A101,2024-06-15 09:00:00,2.565,FALSE
A101,2024-06-15 10:00:00,2.379,FALSE
A101,2024-06-15 11:00:00,1.272,FALSE
A101,2024-06-15 12:00:00,1.644,FALSE
A101,2024-06-15 13:00:00,1.18,FALSE
A101,2024-06-15 14:00:00,1.965,FALSE
A101,2024-06-15 15:00:00,1.681,FALSE
A101,2024-06-15 16:00:00,1.402,FALSE
A101,2024-06-15 17:00:00,4.098,FALSE
A101,2024-06-15 18:00:00,4.022,FALSE
A101,2024-06-15 19:00:00,4.007,FALSE
A101,2024-06-15 20:00:00,4.988,FALSE
A101,2024-06-15 21:00:00,3.463,FALSE
A101,2024-06-15 22:00:00,4.769,FALSE
A101,2024-06-15 23:00:00,1.071,FALSE
A101,2024-06-16 00:00:00,0.859,FALSE
A101,2024-06-16 01:00:00,0.197,FALSE
A101,2024-06-16 02:00:00,0.81,FALSE
A101,2024-06-16 03:00:00,0.82,FALSE
A101,2024-06-16 04:00:00,0.504,FALSE
A101,2024-06-16 05:00:00,0.774,FALSE
A101,2024-06-16 06:00:00,1.545,FALSE
A101,2024-06-16 07:00:00,2.308,FALSE
A101,2024-06-16 08:00:00,1.871,FALSE
A101,2024-06-16 09:00:00,13.732,TRUE
A101,2024-06-16 10:00:00,2.233,FALSE
A101,2024-06-16 11:00:00,1.251,FALSE
A101,2024-06-16 12:00:00,2.098,FALSE
A101,2024-06-16 13:00:00,2.212,FALSE
A101,2024-06-16 14:00:00,1.849,FALSE
A101,2024-06-16 15:00:00,2.249,FALSE
A101,2024-06-16 16:00:00,1.945,FALSE
A101,2024-06-16 17:00:00,4.169,FALSE
A101,2024-06-16 18:00:00,3.964,FALSE
A101,2024-06-16 19:00:00,3.353,FALSE
A101,2024-06-16 20:00:00,3.982,FALSE
A101,2024-06-16 21:00:00,3.667,FALSE
A101,2024-06-16 22:00:00,3.027,FALSE
A101,2024-06-16 23:00:00,1.494,FALSE
A101,2024-06-17 00:00:00,1.162,FALSE
A101,2024-06-17 01:00:00,0.285,FALSE
A101,2024-06-17 02:00:00,0.401,FALSE
A101,2024-06-17 03:00:00,0.257,FALSE
A101,2024-06-17 04:00:00,1.097,FALSE
A101,2024-06-17 05:00:00,0.328,FALSE
A101,2024-06-17 06:00:00,1.684,FALSE
A101,2024-06-17 07:00:00,2.189,FALSE
A101,2024-06-17 08:00:00,2.434,FALSE
A101,2024-06-17 09:00:00,2.013,FALSE
A101,2024-06-17 10:00:00,1.365,FALSE
A101,2024-06-17 11:00:00,2.495,FALSE
A101,2024-06-17 12:00:00,14.241,TRUE
A101,2024-06-17 13:00:00,2.238,FALSE
A101,2024-06-17 14:00:00,1.272,FALSE
A101,2024-06-17 15:00:00,1.952,FALSE
A101,2024-06-17 16:00:00,2.639,FALSE
A101,2024-06-17 17:00:00,3.497,FALSE
A101,2024-06-17 18:00:00,4.402,FALSE
A101,2024-06-17 19:00:00,4.743,FALSE
A101,2024-06-17 20:00:00,3.373,FALSE
A101,2024-06-17 21:00:00,3.169,FALSE
A101,2024-06-17 22:00:00,4.142,FALSE
A101,2024-06-17 23:00:00,1.164,FALSE
A101,2024-06-18 00:00:00,1.119,FALSE
A101,2024-06-18 01:00:00,0.605,FALSE
A101,2024-06-18 02:00:00,0.273,FALSE
A101,2024-06-18 03:00:00,0.558,FALSE
A101,2024-06-18 04:00:00,0.885,FALSE
A101,2024-06-18 05:00:00,0.614,FALSE
A101,2024-06-18 06:00:00,1.644,FALSE
A101,2024-06-18 07:00:00,2.086,FALSE
A101,2024-06-18 08:00:00,2.464,FALSE
A101,2024-06-18 09:00:00,2.457,FALSE
A101,2024-06-18 10:00:00,1.01,FALSE
A101,2024-06-18 11:00:00,1.401,FALSE
A101,2024-06-18 12:00:00,1.879,FALSE
A101,2024-06-18 13:00:00,1.744,FALSE
A101,2024-06-18 14:00:00,0.905,FALSE
A101,2024-06-18 15:00:00,1.895,FALSE
A101,2024-06-18 16:00:00,1.529,FALSE
A101,2024-06-18 17:00:00,3.7,FALSE
A101,2024-06-18 18:00:00,3.942,FALSE
A101,2024-06-18 19:00:00,3.26,FALSE
A101,2024-06-18 20:00:00,11.148,TRUE
A101,2024-06-18 21:00:00,3.202,FALSE
A101,2024-06-18 22:00:00,2.879,FALSE
A101,2024-06-18 23:00:00,1.935,FALSE
A101,2024-06-19 00:00:00,0.334,FALSE
A101,2024-06-19 01:00:00,0.807,FALSE
A101,2024-06-19 02:00:00,1.06,FALSE
A101,2024-06-19 03:00:00,1.022,FALSE
A101,2024-06-19 04:00:00,0.926,FALSE
A101,2024-06-19 05:00:00,0.842,FALSE
A101,2024-06-19 06:00:00,2.299,FALSE
A101,2024-06-19 07:00:00,2.048,FALSE
A101,2024-06-19 08:00:00,2.455,FALSE
A101,2024-06-19 09:00:00,12.326,TRUE
A101,2024-06-19 10:00:00,1.368,FALSE
A101,2024-06-19 11:00:00,1.823,FALSE
A101,2024-06-19 12:00:00,1.6,FALSE
A101,2024-06-19 13:00:00,1.221,FALSE
A101,2024-06-19 14:00:00,2.126,FALSE
A101,2024-06-19 15:00:00,1.91,FALSE
A101,2024-06-19 16:00:00,1.381,FALSE
A101,2024-06-19 17:00:00,4.389,FALSE
A101,2024-06-19 18:00:00,2.738,FALSE
A101,2024-06-19 19:00:00,3.406,FALSE
A101,2024-06-19 20:00:00,3.385,FALSE
A101,2024-06-19 21:00:00,2.747,FALSE
A101,2024-06-19 22:00:00,4.517,FALSE
A101,2024-06-19 23:00:00,1.58,FALSE
A101,2024-06-20 00:00:00,0.47,FALSE
A101,2024-06-20 01:00:00,14.415,TRUE
A101,2024-06-20 02:00:00,0.664,FALSE
A101,2024-06-20 03:00:00,0.91,FALSE
A101,2024-06-20 04:00:00,0.606,FALSE
A101,2024-06-20 05:00:00,0.99,FALSE
A101,2024-06-20 06:00:00,1.689,FALSE
A101,2024-06-20 07:00:00,2.005,FALSE
A101,2024-06-20 08:00:00,2.615,FALSE
A101,2024-06-20 09:00:00,1.524,FALSE
A101,2024-06-20 10:00:00,2.037,FALSE
A101,2024-06-20 11:00:00,1.778,FALSE
A101,2024-06-20 12:00:00,2.244,FALSE
A101,2024-06-20 13:00:00,1.359,FALSE
A101,2024-06-20 14:00:00,1.921,FALSE
A101,2024-06-20 15:00:00,10.879,TRUE
A101,2024-06-20 16:00:00,2.371,FALSE
A101,2024-06-20 17:00:00,3.306,FALSE
A101,2024-06-20 18:00:00,3.009,FALSE
A101,2024-06-20 19:00:00,4.074,FALSE
A101,2024-06-20 20:00:00,3.494,FALSE
A101,2024-06-20 21:00:00,3.986,FALSE
A101,2024-06-20 22:00:00,3.563,FALSE
A101,2024-06-20 23:00:00,1.383,FALSE
A101,2024-06-21 00:00:00,13.768,TRUE
A101,2024-06-21 01:00:00,0.743,FALSE
A101,2024-06-21 02:00:00,0.539,FALSE
A101,2024-06-21 03:00:00,0.995,FALSE
A101,2024-06-21 04:00:00,0.681,FALSE
A101,2024-06-21 05:00:00,0.51,FALSE
A101,2024-06-21 06:00:00,2.72,FALSE
A101,2024-06-21 07:00:00,2.262,FALSE
A101,2024-06-21 08:00:00,2.385,FALSE
A101,2024-06-21 09:00:00,2.446,FALSE
A101,2024-06-21 10:00:00,2.039,FALSE
A101,2024-06-21 11:00:00,1.65,FALSE
A101,2024-06-21 12:00:00,1.903,FALSE
A101,2024-06-21 13:00:00,1.809,FALSE
A101,2024-06-21 14:00:00,1.487,FALSE
A101,2024-06-21 15:00:00,2.097,FALSE
A101,2024-06-21 16:00:00,1.796,FALSE
A101,2024-06-21 17:00:00,3.959,FALSE
A101,2024-06-21 18:00:00,4.841,FALSE
A101,2024-06-21 19:00:00,3.835,FALSE
A101,2024-06-21 20:00:00,4.422,FALSE
A101,2024-06-21 21:00:00,13.71,TRUE
A101,2024-06-21 22:00:00,4.222,FALSE
A101,2024-06-21 23:00:00,1.544,FALSE
A101,2024-06-22 00:00:00,0.589,FALSE
A101,2024-06-22 01:00:00,0.468,FALSE
A101,2024-06-22 02:00:00,0.612,FALSE
A101,2024-06-22 03:00:00,0.696,FALSE
A101,2024-06-22 04:00:00,0.526,FALSE
A101,2024-06-22 05:00:00,0.575,FALSE
A101,2024-06-22 06:00:00,2.483,FALSE
A101,2024-06-22 07:00:00,1.604,FALSE
A101,2024-06-22 08:00:00,2.798,FALSE
A101,2024-06-22 09:00:00,2.28,FALSE
A101,2024-06-22 10:00:00,1.775,FALSE
A101,2024-06-22 11:00:00,1.723,FALSE
A101,2024-06-22 12:00:00,1.46,FALSE
A101,2024-06-22 13:00:00,2.289,FALSE
A101,2024-06-22 14:00:00,1.892,FALSE
A101,2024-06-22 15:00:00,1.827,FALSE
A101,2024-06-22 16:00:00,2.419,FALSE
A101,2024-06-22 17:00:00,3.146,FALSE
A101,2024-06-22 18:00:00,3.065,FALSE
A101,2024-06-22 19:00:00,4.495,FALSE
A101,2024-06-22 20:00:00,3.142,FALSE
A101,2024-06-22 21:00:00,3.16,FALSE
A101,2024-06-22 22:00:00,3.404,FALSE
A101,2024-06-22 23:00:00,1.893,FALSE
A101,2024-06-23 00:00:00,0.414,FALSE
A101,2024-06-23 01:00:00,0.148,FALSE
A101,2024-06-23 02:00:00,0.424,FALSE
A101,2024-06-23 03:00:00,0.857,FALSE
A101,2024-06-23 04:00:00,0.958,FALSE
A101,2024-06-23 05:00:00,0.725,FALSE
A101,2024-06-23 06:00:00,1.748,FALSE
A101,2024-06-23 07:00:00,1.67,FALSE
A101,2024-06-23 08:00:00,1.988,FALSE
A101,2024-06-23 09:00:00,2.097,FALSE
A101,2024-06-23 10:00:00,2.433,FALSE
A101,2024-06-23 11:00:00,2.156,FALSE
A101,2024-06-23 12:00:00,1.935,FALSE
A101,2024-06-23 13:00:00,1.849,FALSE
A101,2024-06-23 14:00:00,1.771,FALSE
A101,2024-06-23 15:00:00,0.9,FALSE
A101,2024-06-23 16:00:00,2.197,FALSE
A101,2024-06-23 17:00:00,3.224,FALSE
A101,2024-06-23 18:00:00,4.018,FALSE
A101,2024-06-23 19:00:00,4.392,FALSE
A101,2024-06-23 20:00:00,3.397,FALSE
A101,2024-06-23 21:00:00,4.302,FALSE
A101,2024-06-23 22:00:00,4.5,FALSE
A101,2024-06-23 23:00:00,1.076,FALSE
A101,2024-06-24 00:00:00,0.907,FALSE
A101,2024-06-24 01:00:00,0.923,FALSE
A101,2024-06-24 02:00:00,0.439,FALSE
A101,2024-06-24 03:00:00,0.681,FALSE
A101,2024-06-24 04:00:00,0.779,FALSE
A101,2024-06-24 05:00:00,0.35,FALSE
